  -4.4483437088960187E-005  -3.6298237440842929E-002  -4.8555543449412930E-002  -5.3802613325548698E-002  -5.6542301332529021E-002  -5.8183742178183451E-002  -5.9257856389653085E-002  -6.0002265791597509E-002  -6.0538982109109796E-002  -6.0937323850387415E-002  -6.1239669568440291E-002  -6.1473370789139281E-002  -6.1656823191711396E-002  -6.1802803374057191E-002  -6.1920415416985009E-002  -6.2016282379023124E-002  -6.2095305039381543E-002  -6.2161161301073520E-002  -6.2216644206245064E-002  -6.2263896225118742E-002  -6.2304574992076311E-002  -6.2339972620911510E-002  -6.2371102910461218E-002  -6.2398765921063415E-002  -6.2423596338597065E-002  -6.2446100053129783E-002  -6.2466682059937995E-002  -6.2485667897494324E-002  -6.2503320223477488E-002  -6.2519851699889273E-002  -6.2535435054069666E-002  -6.2550210963362218E-002  -6.2564294251870933E-002  -6.2577778770862125E-002  -6.2590741247298354E-002  -6.2603244320218465E-002  -6.2615338935270159E-002  -6.2627066230987793E-002  -6.2638459021631121E-002  -6.2649542960095062E-002  -6.2660337447994152E-002  -6.2670856347278203E-002  -6.2681108538921393E-002  -6.2691098367210429E-002  -6.2700826004014942E-002  -6.2710287764598860E-002  -6.2719476405970198E-002  -6.2728381439551839E-002  -6.2736989492783835E-002  -6.2745284758829456E-002  -6.2753249580513426E-002  -6.2760865224124274E-002  -6.2768112911381735E-002  -6.2774975194901828E-002  -6.2781437784000360E-002  -6.2787491956619590E-002  -6.2793137729954651E-002  -6.2798388010751438E-002  -6.2803274009940679E-002  -6.2807852289637367E-002  -6.2812213921993987E-002  -6.2816496388474974E-002  -6.2820899050713308E-002  -6.2825703301665925E-002  -6.2831298892934484E-002  -6.2838218481836350E-002  -6.2847183231440340E-002  -6.2859163460153411E-002  -6.2875460092978841E-002  -6.2897815391767864E-002  -6.2928565810697279E-002  -6.2970857098836319E-002  -6.3028954444536822E-002  -6.3108703752639883E-002  -6.3218245912807447E-002  -6.3369183598695145E-002  -6.3578631402997132E-002  -6.3873200799186236E-002  -6.4297887709678037E-002  -6.4939628646392578E-002  -6.6002510114536506E-002
   3.6210979125078868E-002  -4.2893838173574395E-005  -1.9953568868309013E-002  -3.1299377051533739E-002  -3.8201640805082704E-002  -4.2674330171038832E-002  -4.5727079976783713E-002  -4.7896611226878605E-002  -4.9487374674814788E-002  -5.0682721897148397E-002  -5.1598866505377927E-002  -5.2312645750733466E-002  -5.2876645271897615E-002  -5.3327881226778118E-002  -5.3693018746946208E-002  -5.3991636126866638E-002  -5.4238338042390311E-002  -5.4444164805035555E-002  -5.4617556526048716E-002  -5.4765027535278676E-002  -5.4891647270155275E-002  -5.5001388932666373E-002  -5.5097385964510082E-002  -5.5182123106861880E-002  -5.5257580300770215E-002  -5.5325342109425080E-002  -5.5386681617648037E-002  -5.5442625227442477E-002  -5.5494003012583448E-002  -5.5541488060580235E-002  -5.5585627350829725E-002  -5.5626866082281623E-002  -5.5665566900053420E-002  -5.5702025127970956E-002  -5.5736480859003734E-002  -5.5769128563841974E-002  -5.5800124732897416E-002  -5.5829593956957524E-002  -5.5857633767338655E-002  -5.5884318492147145E-002  -5.5909702336357725E-002  -5.5933821856022803E-002  -5.5956697969751445E-002  -5.5978337630644859E-002  -5.5998735268868671E-002  -5.6017874107709531E-002  -5.6035727454155193E-002  -5.6052260068263138E-002  -5.6067429724560469E-002  -5.6081189093472261E-002  -5.6093488092336941E-002  -5.6104276885296400E-002  -5.6113509750669976E-002  -5.6121150086287486E-002  -5.6127176889987140E-002  -5.6131593139635783E-002  -5.6134436608964222E-002  -5.6135793801836087E-002  -5.6135817877336791E-002  -5.6134751688290407E-002  -5.6132957385386817E-002  -5.6130954480195783E-002  -5.6129468853811204E-002  -5.6129496008804125E-002  -5.6132382983349771E-002  -5.6139934922338597E-002  -5.6154554554399994E-002  -5.6179426113438069E-002  -5.6218760154727931E-002  -5.6278123240769418E-002  -5.6364888345218134E-002  -5.6488861193606965E-002  -5.6663170586549683E-002  -5.6905568839756171E-002  -5.7240396381153857E-002  -5.7701675979558331E-002  -5.8338240102788319E-002  -5.9222750856598338E-002  -6.0468634613940253E-002  -6.2263809462464792E-002  -6.4939628646392578E-002
   4.8469952552891549E-002   1.9869221525162351E-002  -4.1563432437996539E-005  -1.3472399226657217E-002  -2.2615821796907909E-002  -2.8989694839440361E-002  -3.3552739205521043E-002  -3.6901680245641444E-002  -3.9413573954238501E-002  -4.1332998134482324E-002  -4.2823236028542766E-002  -4.3996345265640002E-002  -4.4931160484448895E-002  -4.5684357953419408E-002  -4.6297450407026375E-002  -4.6801332668977125E-002  -4.7219312752986298E-002  -4.7569181102904423E-002  -4.7864653352828412E-002  -4.8116395399084411E-002  -4.8332763970385884E-002  -4.8520349612726221E-002  -4.8684380020704410E-002  -4.8829023086774725E-002  -4.8957616907792101E-002  -4.9072845905008933E-002  -4.9176876731648278E-002  -4.9271463862467613E-002  -4.9358032114136918E-002  -4.9437741467224683E-002  -4.9511538210042616E-002  -4.9580195441928154E-002  -4.9644345250982269E-002  -4.9704504344184386E-002  -4.9761094505596404E-002  -4.9814458954719143E-002  -4.9864875446044010E-002  -4.9912566774569456E-002  -4.9957709216897683E-002  -5.0000439333881985E-002  -5.0040859481775612E-002  -5.0079042318669664E-002  -5.0115034548698034E-002  -5.0148860114619609E-002  -5.0180523028465984E-002  -5.0210010018464146E-002  -5.0237293168091668E-002  -5.0262332729205994E-002  -5.0285080306750274E-002  -5.0305482637453380E-002  -5.0323486221611091E-002  -5.0339043116620630E-002  -5.0352118266721035E-002  -5.0362698829095720E-002  -5.0370806067055796E-002  -5.0376510523562956E-002  -5.0379951371768428E-002  -5.0381361076311748E-002  -5.0381096806116688E-002  -5.0379680440133967E-002  -5.0377849533521868E-002  -5.0376622308437646E-002  -5.0377380665167948E-002  -5.0381976469083156E-002  -5.0392868093190657E-002  -5.0413296590637202E-002  -5.0447514248723735E-002  -5.0501083124643742E-002  -5.0581268260028622E-002  -5.0697560887464022E-002  -5.0862383198307271E-002  -5.1092051779519920E-002  -5.1408118042427731E-002  -5.1839272333808140E-002  -5.2424114803955035E-002  -5.3215298290552937E-002  -5.4285901983114115E-002  -5.5739497156359619E-002  -5.7726288719994301E-002  -6.0468634613940253E-002  -6.4297887709678037E-002
   5.3718644098085022E-002   3.1216433490157236E-002   1.3390463613926262E-002  -4.0475477858903375E-005  -9.9997461846825786E-003  -1.7395651939169809E-002  -2.2940645387840242E-002  -2.7150678820192731E-002  -3.0389559593505311E-002  -3.2913062477495814E-002  -3.4902467573898477E-002  -3.6487909667947349E-002  -3.7764148950287790E-002  -3.8801165968582296E-002  -3.9651326178466562E-002  -4.0354284343889546E-002  -4.0940391271766075E-002  -4.1433096666079194E-002  -4.1850669484434277E-002  -4.2207447215259819E-002  -4.2514755038846275E-002  -4.2781590244775458E-002  -4.3015137401145154E-002  -4.3221159915912466E-002  -4.3404300244528571E-002  -4.3568311843204199E-002  -4.3716239618362351E-002  -4.3850561160750701E-002  -4.3973297876750195E-002  -4.4086102841770725E-002  -4.4190330534082278E-002  -4.4287092381022575E-002  -4.4377301138041503E-002  -4.4461706437855852E-002  -4.4540923330787408E-002  -4.4615455244670699E-002  -4.4685712492357865E-002  -4.4752027223896818E-002  -4.4814665542832088E-002  -4.4873837369003411E-002  -4.4929704525456415E-002  -4.4982387447275229E-002  -4.5031970851090009E-002  -4.5078508661863026E-002  -4.5122028465916841E-002  -4.5162535744523780E-002  -4.5200018140024056E-002  -4.5234450015685823E-002  -4.5265797592488610E-002  -4.5294024981364700E-002  -4.5319101479908142E-002  -4.5341010571394946E-002  -4.5359761154012190E-002  -4.5375401645303626E-002  -4.5388037756882937E-002  -4.5397854926740422E-002  -4.5405146642611527E-002  -4.5410350205331795E-002  -4.5414091887273855E-002  -4.5417243966269893E-002  -4.5420996799229840E-002  -4.5426949996086208E-002  -4.5437227940153591E-002  -4.5454626483369509E-002  -4.5482799779501093E-002  -4.5526499132558129E-002  -4.5591879766387677E-002  -4.5686897069426635E-002  -4.5821821903942350E-002  -4.6009916176874555E-002  -4.6268326897809686E-002  -4.6619282293139719E-002  -4.7091711710727679E-002  -4.7723468875901176E-002  -4.8564425188416749E-002  -4.9680827220377921E-002  -5.1161483932979479E-002  -5.3126527384115718E-002  -5.5739497156366724E-002  -5.9222750856598338E-002  -6.3873200799186236E-002
   5.6459904872119715E-002   3.8120060015755186E-002   2.2535043362114759E-002   9.9197518390443662E-003  -3.9616494218241982E-005  -7.8246721063299773E-003  -1.3904042125615135E-002  -1.8670099093555770E-002  -2.2430626672387710E-002  -2.5420213048978901E-002  -2.7815782010125467E-002  -2.9750634175620405E-002  -3.1325601508782164E-002  -3.2617443290460457E-002  -3.3685024038579314E-002  -3.4573826234479910E-002  -3.5319249319618606E-002  -3.5949033789515639E-002  -3.6485055520627085E-002  -3.6944665028284973E-002  -3.7341695672068909E-002  -3.7687229046840187E-002  -3.7990180702648146E-002  -3.8257751726046507E-002  -3.8495779300578903E-002  -3.8709010552366863E-002  -3.8901317681238723E-002  -3.9075867826193544E-002  -3.9235257798644341E-002  -3.9381621380512044E-002  -3.9516715078161013E-002  -3.9641986873064639E-002  -3.9758631493212349E-002  -3.9867634957460041E-002  -3.9969810555852803E-002  -4.0065827976016877E-002  -4.0156236936583767E-002  -4.0241486418153727E-002  -4.0321940372541221E-002  -4.0397890628840472E-002  -4.0469567589813238E-002  -4.0537149216968160E-002  -4.0600768731994918E-002  -4.0660521411941986E-002  -4.0716470822864892E-002  -4.0768654819862249E-002  -4.0817091639528513E-002  -4.0861786423629809E-002  -4.0902738540999906E-002  -4.0939950119312840E-002  -4.0973436261934282E-002  -4.1003237510693680E-002  -4.1029435226960231E-002  -4.1052170707635227E-002  -4.1071669036121250E-002  -4.1088268902040426E-002  -4.1102459920185908E-002  -4.1114929356727004E-002  -4.1126620652265800E-002  -4.1138806748122647E-002  -4.1153182016316237E-002  -4.1171977621722533E-002  -4.1198106485403230E-002  -4.1235345778046550E-002  -4.1288567203205062E-002  -4.1364028441840617E-002  -4.1469743321984609E-002  -4.1615953975627562E-002  -4.1815736054292785E-002  -4.2085778852007039E-002  -4.2447397118646535E-002  -4.2927852020486768E-002  -4.3562087021399520E-002  -4.4395022142246887E-002  -4.5484596943545341E-002  -4.6905801843180939E-002  -4.8755963648048350E-002  -5.1161483932979479E-002  -5.4285901983114115E-002  -5.8338240102788319E-002  -6.3578631402997132E-002
   5.8102866885862525E-002   4.2594067558280990E-002   2.8910035482951013E-002   1.7316582026572602E-002   7.7461737042250900E-003  -3.8974337448705043E-005  -6.3287280707609028E-003  -1.1401763319402569E-002  -1.5499783933476508E-002  -1.8821814811945003E-002  -2.1527378370562289E-002  -2.3742645953651831E-002  -2.5566866495529084E-002  -2.7078039095664863E-002  -2.8337565349342064E-002  -2.9393930970480042E-002  -3.0285568636537086E-002  -3.1043067195623664E-002  -3.1690873057747204E-002  -3.2248602155515727E-002  -3.2732054781934750E-002  -3.3154003848126834E-002  -3.3524809974538883E-002  -3.3852903736534046E-002  -3.4145165522915022E-002  -3.4407226082924680E-002  -3.4643705318595508E-002  -3.4858402747468986E-002  -3.5054449956508194E-002  -3.5234433025696177E-002  -3.5400491123054323E-002  -3.5554396117900566E-002  -3.5697617020607808E-002  -3.5831372256533101E-002  -3.5956672162297920E-002  -3.6074353610672460E-002  -3.6185108294640500E-002  -3.6289505907696196E-002  -3.6388013227846017E-002  -3.6481009934039577E-002  -3.6568801845248800E-002  -3.6651632166700310E-002  -3.6729691249064444E-002  -3.6803125310482798E-002  -3.6872044535554593E-002  -3.6936530947318857E-002  -3.6996646447892800E-002  -3.7052441439238137E-002  -3.7103964469933359E-002  -3.7151273406427876E-002  -3.7194448702239313E-002  -3.7233609438132476E-002  -3.7268932935910826E-002  -3.7300678914078844E-002  -3.7329219363440913E-002  -3.7355075585690400E-002  -3.7378964171750795E-002  -3.7401854117060651E-002  -3.7425037802211847E-002  -3.7450219239563154E-002  -3.7479623840630083E-002  -3.7516135048750954E-002  -3.7563464578337147E-002  -3.7626364800136258E-002  -3.7710894139515005E-002  -3.7824749379376854E-002  -3.7977682706431537E-002  -3.8182026501029753E-002  -3.8453355619365581E-002  -3.8811325698699051E-002  -3.9280737303382551E-002  -3.9892889862322534E-002  -4.0687306129893130E-002  -4.1713925652175021E-002  -4.3035879240427732E-002  -4.4732952952994509E-002  -4.6905801843180939E-002  -4.9680827220374368E-002  -5.3215298290552937E-002  -5.7701675979551226E-002  -6.3369183598695145E-002
   5.9178448108257342E-002   4.5648087784823765E-002   3.3474157292005202E-002   2.2862464032523011E-002   1.3826247831915550E-002   6.2513037221536075E-003  -3.8537496340307342E-005  -5.2355854922994105E-003  -9.5225085680752386E-003  -1.3060746237022691E-002  -1.5987264309128335E-002  -1.8415535592329668E-002  -2.0438294589101957E-002  -2.2130766891899079E-002  -2.3553760291979309E-002  -2.4756375402806619E-002  -2.5778277626162804E-002  -2.6651554659471444E-002  -2.7402214358128951E-002  -2.8051383830078436E-002  -2.8616266189111172E-002  -2.9110903302314917E-002  -2.9546784284655736E-002  -2.9933331712503453E-002  -3.0278290955619624E-002  -3.0588042678298955E-002  -3.0867854296306341E-002  -3.1122082815286944E-002  -3.1354338842724871E-002  -3.1567619507042899E-002  -3.1764416408797125E-002  -3.1946803470458640E-002  -3.2116508564966395E-002  -3.2274972028441873E-002  -3.2423394552367313E-002  -3.2562776469232446E-002  -3.2693950065453947E-002  -3.2817606254885945E-002  -3.2934316709134492E-002  -3.3044552354727585E-002  -3.3148699001992910E-002  -3.3247070759234276E-002  -3.3339921802927108E-002  -3.3427457015811513E-002  -3.3509841967550358E-002  -3.3587212694872193E-002  -3.3659685739220180E-002  -3.3727368919343803E-002  -3.3790373355612857E-002  -3.3848827322632502E-002  -3.3902892590578659E-002  -3.3952784026485716E-002  -3.3998793369768521E-002  -3.4041318277658661E-002  -3.4080897964594570E-002  -3.4118257044955413E-002  -3.4154359545196300E-002  -3.4190475495771366E-002  -3.4228263068110110E-002  -3.4269869915100060E-002  -3.4318058240918603E-002  -3.4376359214228103E-002  -3.4449263705770505E-002  -3.4542458051843639E-002  -3.4663115712300296E-002  -3.4820258419475891E-002  -3.5025203839333940E-002  -3.5292121037704405E-002  -3.5638720307419547E-002  -3.6087110251349586E-002  -3.6664862344347071E-002  -3.7406331019544936E-002  -3.8354284288127261E-002  -3.9561902958798356E-002  -4.1095199517691583E-002  -4.3035879240427732E-002  -4.5484596943545341E-002  -4.8564425188416749E-002  -5.2424114803951483E-002  -5.7240396381139647E-002  -6.3218245912811000E-002
   5.9924267823388888E-002   4.7818838740292691E-002   3.6824130883244877E-002   2.7073346726144365E-002   1.8592974959135145E-002   1.1324834456978738E-002   5.1588359146861329E-003  -3.8294754955536803E-005  -4.4031150160277477E-003  -8.0638782809145937E-003  -1.1135009229605863E-002  -1.3715386837579224E-002  -1.5888742952413715E-002  -1.7725077555733826E-002  -1.9282444752848349E-002  -2.0608762602525310E-002  -2.1743480419027073E-002  -2.2719038774655864E-002  -2.3562110748283516E-002  -2.4294638465631735E-002  -2.4934689258977016E-002  -2.5497158187661739E-002  -2.5994342317355645E-002  -2.6436409264134042E-002  -2.6831779200250594E-002  -2.7187436332378745E-002  -2.7509183025797412E-002  -2.7801847325730655E-002  -2.8069452609587486E-002  -2.8315356448381124E-002  -2.8542364409514853E-002  -2.8752823444993858E-002  -2.8948698631684699E-002  -2.9131636324719601E-002  -2.9303016217835598E-002  -2.9463994348883915E-002  -2.9615538723458457E-002  -2.9758458936751886E-002  -2.9893430940505006E-002  -3.0021017916605608E-002  -3.0141688073723749E-002  -3.0255830071415524E-002  -3.0363766692556915E-002  -3.0465767326026238E-002  -3.0562059784728923E-002  -3.0652841967530264E-002  -3.0738293876940048E-002  -3.0818590527200485E-002  -3.0893916320883896E-002  -3.0964481537652411E-002  -3.1030541669387013E-002  -3.1092420454614356E-002  -3.1150537617284257E-002  -3.1205442506342607E-002  -3.1257855071464391E-002  -3.1308715906011031E-002  -3.1359247454235017E-002  -3.1411028930428131E-002  -3.1466088053287322E-002  -3.1527013382602220E-002  -3.1597091887235251E-002  -3.1680477408897900E-002  -3.1782396958725201E-002  -3.1909403343533427E-002  -3.2069684523470698E-002  -3.2273442412030562E-002  -3.2533356597618024E-002  -3.2865151722720753E-002  -3.3288290969904821E-002  -3.3826822112960286E-002  -3.4510406483143186E-002  -3.5375564099460632E-002  -3.6467168441486564E-002  -3.7840218910096368E-002  -3.9561902958798356E-002  -4.1713925652175021E-002  -4.4395022142243334E-002  -4.7723468875901176E-002  -5.1839272333808140E-002  -5.6905568839752618E-002  -6.3108703752639883E-002
   6.0462335177120963E-002   4.9410768298548291E-002   3.9337009142164980E-002   3.0313034211739698E-002   2.2354135431386979E-002   1.5423318402437269E-002   9.4460572011827448E-003   4.3266631786277876E-003  -3.8235006498688051E-005  -3.7503837166223963E-003  -6.9043796509622446E-003  -9.5849687764850700E-003  -1.1866206196327500E-002  -1.3811719296685787E-002  -1.5475549408647815E-002  -1.6903239246143897E-002  -1.8132970728847120E-002  -1.9196647943361178E-002  -2.0120875524359150E-002  -2.0927815051439147E-002  -2.1635919699967587E-002  -2.2260556173135271E-002  -2.2814526612988217E-002  -2.3308504040149280E-002  -2.3751394273782367E-002  -2.4150636023021477E-002  -2.4512449355438726E-002  -2.4842041266994741E-002  -2.5143775712107796E-002  -2.5421314246811377E-002  -2.5677732401224063E-002  -2.5915616021475962E-002  -2.6137141088939053E-002  -2.6344139917774179E-002  -2.6538156131373114E-002  -2.6720490407825537E-002  -2.6892238649111277E-002  -2.7054323956038573E-002  -2.7207523570413450E-002  -2.7352491769335963E-002  -2.7489779556754357E-002  -2.7619851889211233E-002  -2.7743103091768084E-002  -2.7859871063435904E-002  -2.7970450836521721E-002  -2.8075108040147789E-002  -2.8174092823944008E-002  -2.8267654823766364E-002  -2.8356059798310795E-002  -2.8439608635105529E-002  -2.8518659519312983E-002  -2.8593654182549777E-002  -2.8665149305678206E-002  -2.8733854345599497E-002  -2.8800677298155719E-002  -2.8866780206443288E-002  -2.8933646587042006E-002  -2.9003163389030640E-002  -2.9077720637935123E-002  -2.9160332568102021E-002  -2.9254784833883107E-002  -2.9365813338133151E-002  -2.9499321352906449E-002  -2.9662642960042618E-002  -2.9864862433985451E-002  -3.0117201039711716E-002  -3.0433484817473655E-002  -3.0830709217774199E-002  -3.1329718796818895E-002  -3.1956022299258535E-002  -3.2740764813569356E-002  -3.3721878371871128E-002  -3.4945428891242969E-002  -3.6467168441486564E-002  -3.8354284288132590E-002  -4.0687306129893130E-002  -4.3562087021399520E-002  -4.7091711710720574E-002  -5.1408118042420625E-002  -5.6663170586539024E-002  -6.3028954444536822E-002
   6.0861966028845416E-002   5.0607225166833913E-002   4.1257366826691566E-002   3.2837298094382739E-002   2.5344314208781249E-002   1.8745777219423054E-002   1.2984562668296729E-002   7.9875385736317694E-003   3.6738747589003529E-003  -3.8347143072048340E-005  -3.2275930969229982E-003  -5.9661755932745031E-003  -8.3189510163776959E-003  -1.0342971500216347E-002  -1.2087728905268769E-002  -1.3595727289589910E-002  -1.4903206912603384E-002  -1.6040908882027693E-002  -1.7034815864117370E-002  -1.7906834837295271E-002  -1.8675407033074798E-002  -1.9356041618333819E-002  -1.9961776041482970E-002  -2.0503569178362824E-002  -2.0990634726258506E-002  -2.1430722512501887E-002  -2.1830355011144498E-002  -2.2195025702155924E-002  -2.2529365142234248E-002  -2.2837279845171032E-002  -2.3122068345869273E-002  -2.3386518170144477E-002  -2.3632986860239846E-002  -2.3863469713151453E-002  -2.4079656469327304E-002  -2.4282978836220437E-002  -2.4474650436292933E-002  -2.4655700524854218E-002  -2.4827002622882510E-002  -2.4989299047486924E-002  -2.5143222193026560E-002  -2.5289313315066231E-002  -2.5428039493748500E-002  -2.5559809400656164E-002  -2.5684988461866176E-002  -2.5803913998649008E-002  -2.5916910935891657E-002  -2.6024308696899645E-002  -2.6126459952950043E-002  -2.6223761968188875E-002  -2.6316681377961615E-002  -2.6405783364175761E-002  -2.6491766349432844E-002  -2.6575503527202393E-002  -2.6658092784687781E-002  -2.6740916865953146E-002  -2.6825715974109876E-002  -2.6914675433822310E-002  -2.7010531540859972E-002  -2.7116699327962124E-002  -2.7237426690398969E-002  -2.7377980155490533E-002  -2.7544868561719227E-002  -2.7746112044594540E-002  -2.7991565008033348E-002  -2.8293303174940831E-002  -2.8666086310069616E-002  -2.9127909692906684E-002  -2.9700658704632232E-002  -3.0410881670464462E-002  -3.1290695866317719E-002  -3.2378839594986886E-002  -3.3721878371869352E-002  -3.5375564099460632E-002  -3.7406331019548489E-002  -3.9892889862322534E-002  -4.2927852020479662E-002  -4.6619282293136166E-002  -5.1092051779512815E-002  -5.6488861193606965E-002  -6.2970857098832766E-002
